Event,Date,White,Black,Result,BlackElo,WhiteElo,ECO
Rated Bullet game,2019.07.24,Maerceci,PiuPiuKiller,1-0,1650,1663,A40
Rated Bullet game,2019.07.23,Maerceci,olguim8,0-1,1693,1672,A57
Rated Bullet game,2019.07.23,AlwxR,Maerceci,1-0,1683,1633,E06
Rated Bullet game,2019.07.23,Morphyna,Maerceci,0-1,1673,1676,C02
Rated Bullet game,2019.07.23,Maerceci,Entyar,0-1,1659,1684,D30
Rated Bullet game,2019.07.23,Z3ner,Maerceci,0-1,1673,1687,D37
Rated Bullet game,2019.07.23,Maerceci,marcel2305,1-0,1585,1665,D07
Rated Bullet game,2019.07.23,Maerceci,CalvinFst55,0-1,1682,1675,D06
Rated Bullet game,2019.07.23,pabisz,Maerceci,1-0,1685,1694,D00
Rated Bullet game,2019.07.23,disLight,Maerceci,0-1,1676,1639,A00
Rated Bullet game,2019.07.23,haidar321,Maerceci,1-0,1684,1738,A00
Rated Bullet game,2019.07.23,Leo_Bossi,Maerceci,1-0,1693,1710,C00
Rated Bullet game,2019.07.23,Maerceci,ArZion,0-1,1666,1704,D06
Rated Bullet game,2019.07.23,jaguarboots,Maerceci,1-0,1715,1676,D00
Rated Bullet game,2019.07.23,Maerceci,Lindstad,0-1,1719,1726,D07
Rated Bullet game,2019.07.21,Maerceci,bossnik1,0-1,1599,1739,D06
Rated Bullet game,2019.07.21,No0bie24,Maerceci,0-1,1729,1729,C02
Rated Bullet game,2019.07.21,Maerceci,Aranjani,0-1,1738,1739,D30
Rated Bullet game,2019.07.21,Maerceci,Guliaka,0-1,1747,1749,E60
Rated Bullet game,2019.07.21,flavioguga,Maerceci,0-1,1739,1739,C01
Rated Bullet game,2019.07.21,Maerceci,Diman_Jung,1-0,1762,1728,D21
Rated Bullet game,2019.07.20,lex14,Maerceci,1-0,1735,1841,D05
Rated Bullet game,2019.07.20,jumpper,Maerceci,0-1,1725,1705,D05
Rated Bullet game,2019.07.20,Maerceci,kartal48,0-1,1735,1735,D30
Rated Bullet game,2019.07.20,Paradox01,Maerceci,1-0,1744,1801,D00
Rated Bullet game,2019.07.20,Maerceci,Pemetik_bunga,1/2-1/2,1764,1743,D30
Rated Bullet game,2019.07.19,alexwaldo,Maerceci,0-1,1734,1702,C00
Rated Bullet game,2019.07.19,Maerceci,alfierecavallo,1-0,1772,1722,B00
Rated Bullet tournament https://lichess.org/tournament/HitVRkg2,2019.07.18,Maerceci,torochess,0-1,2082,1725,A57
Bronstein Arena,2019.07.18,CRBrianCR,Maerceci,0-1,1712,1791,C00
Bronstein Arena,2019.07.18,RichieJarquin,Maerceci,0-1,1701,1733,D35
Rated Bullet game,2019.07.17,Maerceci,ShahGorg,0-1,1744,1710,A32
Rated Bullet game,2019.07.17,Maerceci,ymg,1-0,1746,1699,E60
Rated Bullet game,2019.07.17,Jnth007,Maerceci,1/2-1/2,1699,1699,A41
Rated Bullet game,2019.07.17,KennySC,Maerceci,1-0,1709,1705,C15
Rated Bullet game,2019.07.16,Maerceci,Lord_Temporus,0-1,1737,1718,E60
Rated Bullet game,2019.07.16,Yugar,Maerceci,0-1,1707,1771,C01
Rated Bullet game,2019.07.16,Maerceci,car32,0-1,1781,1715,C01
Rated Bullet game,2019.07.16,sun7971,Maerceci,0-1,1700,1856,C07
Rated Bullet game,2019.07.16,Maerceci,IblittyDrunk,0-1,1689,1711,D21
Rated Bullet game,2019.07.16,Maerceci,SingleCombatUnderdog,1-0,1691,1701,A44
Rated Bullet game,2019.07.16,Yuchka,Maerceci,0-1,1693,1626,C02
Rated Bullet game,2019.07.16,Maerceci,olguim8,1-0,1777,1680,A57
Rated Bullet game,2019.07.16,jjshko,Maerceci,1-0,1687,1787,C02
Rated Bullet game,2019.07.16,Murtaza93,Maerceci,1-0,1699,1653,A01
Rated Bullet game,2019.07.16,Maerceci,theflyingdutchmann,1-0,1526,1693,D06
Rated Bullet game,2019.07.16,jimblesale,Maerceci,1-0,1703,1690,A13
Rated Bullet game,2019.07.16,Maerceci,HumanAlpha,1-0,1635,1695,A41
Rated Bullet game,2019.07.16,mace100,Maerceci,1-0,1706,1674,C00
Rated Bullet game,2019.07.16,anupam1234,Maerceci,1-0,1715,1714,C15
Rated Bullet game,2019.07.16,Maerceci,ostrac54,0-1,1780,1724,A31
Rated Bullet game,2019.07.16,Maerceci,franciotup,1-0,1498,1719,A40
Rated Bullet game,2019.07.16,Maerceci,elhaouti,1-0,1664,1711,E10
Rated Bullet game,2019.07.16,anthony12321,Maerceci,1-0,1721,1705,C00
Rated Bullet game,2019.07.14,goldenpride,Maerceci,1-0,1730,1770,D00
Rated Bullet game,2019.07.14,Maerceci,goldenpride,0-1,1761,1739,A65
Rated Bullet game,2019.07.14,Maverick2205,Maerceci,0-1,1729,1739,C03
Rated Bullet game,2019.07.14,Maerceci,Ariogermano,1/2-1/2,1661,1731,A53
Rated Bullet game,2019.07.10,LondonJosh,Maerceci,0-1,1721,1707,A00
Rated Bullet game,2019.07.10,Maerceci,FaclaLopez,0-1,1779,1730,A51
Rated Bullet game,2019.07.10,Dr_Ghomi,Maerceci,0-1,1720,1709,C01
Rated Bullet game,2019.07.10,Maerceci,hiphopdk,1-0,1701,1710,D93
Rated Bullet game,2019.07.10,bulletfarmer,Maerceci,1-0,1719,1772,D00
Rated Bullet game,2019.07.10,Maerceci,nayyer,1-0,1665,1710,A40
Rated Bullet game,2019.07.10,nayyer,Maerceci,0-1,1701,1674,A00
Rated Bullet game,2019.07.10,Maerceci,Gauravgrt,0-1,1709,1711,D30
Rated Bullet game,2019.07.10,Knite77,Maerceci,1-0,1720,1745,A00
Rated Bullet game,2019.07.10,Maerceci,HygieneHannes,1-0,1673,1711,E10
Rated Bullet game,2019.07.10,Maerceci,aquemate,0-1,1646,1723,D30
Rated Bullet game,2019.07.10,bengreenbury1,Maerceci,0-1,1712,1726,C01
Rated Bullet game,2019.07.10,Maerceci,Cumulonimbus,1-0,1752,1701,E60
Rated Bullet game,2019.07.10,gpayne,Maerceci,0-1,1690,1731,C00
Rated Bullet game,2019.07.10,FighterChess10,Maerceci,1-0,1698,1766,D00
Rated Bullet game,2019.07.10,BIanked,Maerceci,1-0,1707,1739,C00
Rated Bullet game,2019.07.10,Maerceci,neonira,0-1,1708,1717,A40
Rated Bullet game,2019.07.10,GLSlick,Maerceci,0-1,1708,1670,C10
Rated Bullet game,2019.07.09,Maerceci,chessgedon,0-1,1693,1719,B13
Rated Bullet game,2019.07.09,Maerceci,Radu999,1-0,1648,1710,D06
Rated Bullet game,2019.07.09,Maerceci,Chris2505,1/2-1/2,1699,1711,E60
Rated Bullet game,2019.07.09,kissesim,Maerceci,0-1,1701,1695,C02
Rated Bullet game,2019.07.09,Maerceci,frankduan,0-1,1664,1712,A40
Rated Bullet game,2019.07.09,pawnofsteel,Maerceci,1-0,1723,1700,D00
Rated Bullet game,2019.07.09,KevBull,Maerceci,0-1,1711,1757,A13
Rated Bullet game,2019.07.09,Maerceci,nenad191,1-0,1721,1701,D30
Rated Bullet game,2019.07.09,Maerceci,Vincent_Van_Gogh,0-1,1715,1711,A80
Rated Bullet game,2019.07.09,Maerceci,calvinkh,0-1,1757,1720,D06
Rated Bullet game,2019.07.08,Nahalius,Maerceci,1-0,1729,1745,D00
Rated Bullet game,2019.07.08,Maerceci,KristianH,0-1,1763,1738,A84
Rated Bullet game,2019.07.08,bar-tek,Maerceci,0-1,1728,1738,D02
Rated Bullet game,2019.07.08,Maerceci,Malddoror,0-1,1819,1736,D11
Rated Bullet game,2019.07.06,buchard,Maerceci,1-0,1743,1813,A01
Rated Bullet game,2019.07.06,ChessXLaurent,Maerceci,1-0,1754,1744,C02
Rated Bullet game,2019.07.06,Maerceci,DlbJob,1-0,1744,1744,A40
Rated Bullet game,2019.07.06,bigspider,Maerceci,0-1,1731,1816,C00
Rated Bullet game,2019.07.06,Maerceci,paume,0-1,1628,1744,D30
Rated Bullet game,2019.07.06,paume,Maerceci,0-1,1737,1635,C10
Rated Bullet game,2019.07.06,Maerceci,paume,1-0,1643,1730,A40
Rated Bullet game,2019.07.06,helbestnewa,Maerceci,0-1,1718,1776,D00
Rated Bullet game,2019.07.06,Maerceci,shubhamrk,0-1,1796,1726,A52
Rated Bullet game,2019.07.06,larzii,Maerceci,0-1,1716,1715,A00
Rated Bullet game,2019.07.06,Maerceci,chessart6,1-0,1753,1705,D06
Rated Bullet game,2019.07.06,jacobskinsuit,Maerceci,0-1,1698,1583,D00
Rated Bullet game,2019.07.06,av7,Maerceci,0-1,1692,1514,C00
Rated Bullet game,2019.07.06,Maerceci,denden_sitf,0-1,1708,1702,D21
Rated Bullet game,2019.07.05,Maerceci,gaoutte,1-0,1666,1693,D26
Rated Bullet game,2019.07.05,Maerceci,denfro_28,1-0,1691,1683,A40
Rated Bullet game,2019.07.05,continigian46,Maerceci,0-1,1679,1428,A03
Rated Bullet game,2019.07.03,mikefarmer01,Maerceci,1-0,1689,1683,C02
Rated Bullet game,2019.07.03,Maerceci,mikefarmer01,1-0,1693,1678,A84
Rated Bullet game,2019.07.03,mikefarmer01,Maerceci,1-0,1688,1683,C02
Rated Bullet game,2019.07.03,Maerceci,mikefarmer01,1-0,1693,1678,D30
Rated Bullet game,2019.07.03,The_Butcher12,Maerceci,0-1,1667,1674,C11
Rated Bullet game,2019.06.27,Maerceci,kckas,0-1,1701,1677,D06
Rated Bullet game,2019.06.27,kckas,Maerceci,1-0,1688,1690,D02
Rated Bullet game,2019.06.27,Maerceci,CT-Crunch,0-1,1745,1697,D11
Rated Bullet game,2019.06.27,Maerceci,Def1ant,1-0,1859,1681,D55
Rated Bullet game,2019.06.27,Michail_GOOD,Maerceci,1-0,1691,1711,D55
Rated Bullet game,2019.06.27,ws61,Maerceci,1-0,1705,1580,D35
Horwitz Arena,2019.06.27,Maerceci,Andreymch22,1-0,992,1757,E10
Horwitz Arena,2019.06.27,Maerceci,Yarod,0-1,1846,1765,D11
Rated Bullet game,2019.06.21,capablacki,Maerceci,1-0,1715,1719,C02
Rated Bullet game,2019.06.21,Maerceci,jimbo_checkers,1-0,1605,1707,D11
Rated Bullet game,2019.06.21,dado007,Maerceci,1-0,1718,1699,C00
Rated Bullet game,2019.06.20,Maerceci,purkkot,0-1,1728,1729,E11
Rated Bullet game,2019.06.20,yolyolumduryolumagel,Maerceci,1-0,1739,1735,A07
Rated Bullet game,2019.06.20,Shah_555,Maerceci,1-0,1750,1743,C00
Rated Bullet game,2019.06.20,Maerceci,ProcrastinationAgain,0-1,1812,1759,A40
Rated Bullet game,2019.06.20,dkheim89,Maerceci,1/2-1/2,1760,1707,C00
Rated Bullet game,2019.06.20,Maerceci,somaliGM,1-0,1778,1749,D31
Rated Bullet game,2019.06.20,Maerceci,LassDM,0-1,1940,1754,A40
Rated Bullet game,2019.06.20,Said_n,Maerceci,1-0,1763,1802,E18
Rated Bullet game,2019.06.20,Baskerville1970,Maerceci,1-0,1775,1744,C00
Rated Bullet game,2019.06.20,Maerceci,Zigi83,0-1,1730,1787,A41
Rated Bullet game,2019.06.20,EnzoPM,Maerceci,0-1,1775,1804,C00
Rated Bullet game,2019.06.20,plutarco11,Maerceci,1-0,1783,1878,C00
Rated Bullet game,2019.06.20,Maerceci,ASWQ123,1-0,1812,1771,D07
Rated Bullet game,2019.06.20,sulko978,Maerceci,1-0,1778,1890,D00
Rated Bullet game,2019.06.18,Maerceci,Drakaris13,1-0,1792,1767,D30
Rated Bullet game,2019.06.18,Maerceci,La-ley1301,1-0,1792,1756,D21
Rated Bullet game,2019.06.18,katy-rosa,Maerceci,0-1,1745,1744,D58
Rated Bullet game,2019.06.18,Maerceci,neotheta,1-0,1717,1735,D38
Rated Bullet game,2019.06.18,Maerceci,jdekroon,0-1,1708,1747,A84
Rated Bullet game,2019.06.18,jdekroon,Maerceci,0-1,1737,1718,A03
Rated Bullet game,2019.06.18,Maerceci,cmgn,1-0,1718,1727,A51
Rated Bullet game,2019.06.18,jolks,Maerceci,0-1,1717,1702,C00
Rated Bullet game,2019.06.18,Maerceci,limeira-sp,1-0,1637,1708,E90
Rated Bullet game,2019.06.18,Maerceci,trichophyton,1-0,1743,1696,D06
Rated Bullet game,2019.06.18,Maerceci,AnatolyHeidegger,1-0,1653,1687,D06
Rated Bullet game,2019.06.18,johnb-17,Maerceci,0-1,1676,1686,C02
Rated Bullet game,2019.06.18,Maerceci,AnatolyHeidegger,1-0,1651,1666,A43
Rated Bullet game,2019.06.18,AnatolyHeidegger,Maerceci,0-1,1655,1662,A00
Rated Bullet game,2019.06.18,Maerceci,Madnesss,0-1,1752,1663,D06
Rated Bullet game,2019.06.18,kretenezor,Maerceci,1-0,1675,1606,C00
Rated Bullet game,2019.06.18,Maerceci,mostfa89,0-1,1693,1686,D20
Rated Bullet game,2019.06.18,elias125,Maerceci,1-0,1696,1697,A00
Rated Bullet game,2019.06.18,erkanulug,Maerceci,0-1,1684,1720,C02
Rated Bullet game,2019.06.18,Maerceci,williamehueyjr,1-0,1581,1676,E21
Rated Bullet game,2019.06.18,magnusjo,Maerceci,1-0,1687,1680,D00
Rated Bullet game,2019.06.18,Maerceci,michaelaliferenko,0-1,1690,1698,A40
Rated Bullet game,2019.06.18,haidar321,Maerceci,0-1,1688,1654,C01
Rated Bullet game,2019.06.18,Maerceci,mostfa89,1-0,1710,1677,D55
Rated Bullet game,2019.06.18,Yudhinov,Maerceci,1-0,1687,1693,C02
Rated Bullet game,2019.06.18,ohcomeon,Maerceci,1-0,1698,1660,D00
Rated Bullet game,2019.06.18,Maerceci,jojocha,0-1,1679,1710,D85
Rated Bullet game,2019.06.18,jojocha,Maerceci,0-1,1699,1689,C00
Rated Bullet game,2019.06.18,Maerceci,jojocha,1-0,1699,1689,D93
Rated Bullet game,2019.06.18,Maerceci,MalbertBritva,0-1,1803,1696,E21
Rated Bullet game,2019.06.18,giggletoffs,Maerceci,1-0,1710,1602,D35
Rated Bullet game,2019.06.18,Maerceci,saprin,0-1,1729,1720,A40
Rated Bullet game,2019.06.18,calvinelgenio,Maerceci,1-0,1725,1906,C07
Rated Bullet game,2019.06.18,Karaku,Maerceci,0-1,1714,1738,C15
Rated Bullet game,2019.06.18,Maerceci,Luciferxx,1-0,1712,1703,B00
Rated Bullet game,2019.06.18,Maerceci,chrwat,0-1,1808,1711,D90
Rated Bullet game,2019.06.18,Maerceci,Fenicous,0-1,1950,1715,D85
Rated Bullet game,2019.06.18,Tapadami,Maerceci,0-1,1703,1745,A00
Rated Bullet game,2019.06.18,Maerceci,newvirginia,1-0,1692,1693,A50
Rated Bullet game,2019.06.18,newvirginia,Maerceci,0-1,1682,1703,A07
Rated Bullet game,2019.06.18,Maerceci,zuka21,0-1,1670,1693,D30
Rated Bullet game,2019.06.18,Hakansayar,Maerceci,0-1,1686,1545,C17
Rated Bullet game,2019.06.18,Maerceci,AIvan1881,1-0,1660,1676,D06
Rated Bullet game,2019.06.18,Maerceci,fberge,0-1,1684,1687,D07
Rated Bullet game,2019.06.18,Maerceci,bartyjool,0-1,1667,1698,D43
Rated Bullet game,2019.06.18,Barruetad,Maerceci,0-1,1688,1681,C00
Rated Bullet game,2019.06.18,OthoMDLT,Maerceci,1-0,1699,1640,C00
Rated Bullet game,2019.06.18,Maerceci,karlovac,1-0,1643,1690,A41
Rated Bullet game,2019.06.18,antonis1961,Maerceci,1-0,1700,1700,A00
Rated Bullet game,2019.06.18,Maerceci,ghoul00,1-0,1763,1688,D92
Rated Bullet game,2019.06.18,carlos6795,Maerceci,1-0,1696,1766,D00
Rated Bullet game,2019.06.18,Sobermind,Maerceci,1-0,1708,1662,C00
Rated Bullet game,2019.06.18,Maerceci,feketeardo,1-0,1675,1698,A40
Rated Bullet game,2019.06.18,klimof63,Maerceci,0-1,1687,1706,A00
Rated Bullet game,2019.06.18,Maerceci,Dapery,1-0,1666,1677,A40
Rated Bullet game,2019.06.18,Maerceci,Eletto91,1-0,1758,1663,A54
Rated Bullet game,2019.06.12,Maerceci,verystupidplayer,0-1,1709,1673,E60
Rated Bullet game,2019.06.12,verystupidplayer,Maerceci,0-1,1660,1722,C02
Rated Bullet game,2019.06.12,tranquil27,Maerceci,1-0,1670,1682,C07
Rated Bullet game,2019.06.12,Red74,Maerceci,0-1,1660,1661,C01
Rated Bullet game,2019.06.12,Maerceci,MichaelBaytenov,1-0,1578,1651,A51
Rated Bullet game,2019.06.12,Redakhalef,Maerceci,1-0,1662,1641,C01
Rated Bullet game,2019.06.12,Maerceci,Redakhalef,1-0,1651,1652,D06
Rated Bullet game,2019.06.11,Fryderyk_Bishopin,Maerceci,1-0,1665,1570,A00
Rated Bullet game,2019.06.11,greatdetective,Maerceci,1-0,1676,1666,A11
Rated Bullet game,2019.06.11,Maerceci,Llamaking00,1-0,1664,1665,A40
Rated Bullet game,2019.06.11,Maerceci,mylan-m,0-1,1671,1676,A40
Rated Bullet game,2019.06.11,inspecgadg7,Maerceci,1-0,1687,1667,D26
Rated Bullet game,2019.06.11,Mistakechess,Maerceci,1-0,1696,1726,A13
Rated Bullet game,2019.06.11,Maerceci,Smurf-T,0-1,1821,1704,E11
Rated Bullet game,2019.06.11,Maerceci,Hypnoctopus,1-0,1713,1692,A60
Rated Bullet game,2019.06.11,Alquimia123,Maerceci,1-0,1704,1669,C00
Rated Bullet game,2019.06.11,Maerceci,Alquimia123,1-0,1679,1694,D20
Rated Bullet game,2019.06.11,Alquimia123,Maerceci,1-0,1705,1668,C00
Rated Bullet game,2019.06.11,Maerceci,Alquimia123,1-0,1677,1695,D30
Rated Bullet game,2019.06.11,Alquimia123,Maerceci,1/2-1/2,1696,1677,C00
Rated Bullet game,2019.06.11,Maerceci,Alquimia123,1-0,1687,1685,D20
Rated Bullet game,2019.06.11,Maerceci,dookchute,0-1,1795,1693,A40
Rated Bullet game,2019.06.11,dookchute,Maerceci,1-0,1701,1788,C00
Rated Bullet game,2019.06.11,Maerceci,dookchute,1/2-1/2,1790,1698,A40
Rated Bullet game,2019.06.11,dookchute,Maerceci,0-1,1684,1802,D00
Rated Bullet game,2019.06.11,Maerceci,dookchute,1-0,1815,1669,D06
Rated Bullet game,2019.06.11,dookchute,Maerceci,1-0,1676,1809,D35
Rated Bullet game,2019.06.11,Maerceci,ROD1969,1-0,1701,1664,A40
Rated Bullet game,2019.06.11,ezerivera,Maerceci,0-1,1659,1480,C00
Rated Bullet game,2019.06.11,Juanofmany,Maerceci,0-1,1650,1597,C00
Rated Bullet game,2019.06.11,Maerceci,vlandre,0-1,1676,1660,D08
Rated Bullet game,2019.06.11,Maerceci,alexdj986,0-1,1676,1670,D20
Rated Bullet game,2019.06.11,aaronjhouse,Maerceci,0-1,1659,1670,C00
Rated Bullet game,2019.06.11,Maerceci,slaq,1-0,1698,1647,A40
Rated Bullet game,2019.06.11,mrdotori,Maerceci,1-0,1658,1654,D00
Rated Bullet game,2019.06.11,Maerceci,Timman_nl,0-1,1761,1665,D11
Rated Bullet game,2019.06.11,uamzeki,Maerceci,1-0,1675,1694,C00
Rated Bullet game,2019.06.11,Weird_Sophist,Maerceci,0-1,1665,1655,A41
Rated Bullet game,2019.06.11,Maerceci,showstopper_ger,0-1,1648,1676,A40
Rated Bullet game,2019.06.11,MappeSama776,Maerceci,1-0,1687,1680,D38
Rated Bullet game,2019.06.11,Maerceci,ahmedmagdy22,0-1,1693,1697,D06
Rated Bullet game,2019.06.11,kunstart,Maerceci,1-0,1708,1699,C00
Rated Bullet game,2019.06.11,Maerceci,kunstart,1-0,1709,1697,D30
Rated Bullet game,2019.06.11,kunstart,Maerceci,1-0,1708,1699,D00
Rated Bullet game,2019.06.11,Maerceci,kunstart,1-0,1709,1697,A43
Rated Bullet game,2019.06.11,kunstart,Maerceci,1-0,1707,1699,C00
Rated Bullet game,2019.06.11,Maerceci,timmec,1-0,1704,1697,A40
Rated Bullet game,2019.06.11,Maerceci,nothisisPetrik,1-0,1592,1689,D20
Rated Bullet game,2019.06.11,ReyRol,Maerceci,1-0,1699,1696,C00
Rated Bullet game,2019.06.11,Maerceci,I_hate_knights,0-1,1723,1710,A40
Rated Bullet game,2019.06.11,Maerceci,MTunahan,0-1,1641,1722,A40
Casual Blitz game,2019.06.11,alopezm,Maerceci,0-1,1765,1086,D00
Casual Blitz game,2019.06.11,Maerceci,alopezm,1-0,1086,1765,C21
Rated Bullet game,2019.05.27,Alexborg,Maerceci,1-0,1732,1755,A00
Rated Bullet game,2019.05.24,Pietron,Maerceci,1-0,1743,1739,B23
Rated Bullet game,2019.05.13,namaikativputkata,Maerceci,0-1,1733,1715,D35
Rated Bullet game,2019.05.12,Maerceci,mykitanichiporuk,0-1,1725,1744,A43
Rated Bullet game,2019.05.12,Maerceci,sorridiamore,1-0,1801,1732,D25
Rated Bullet game,2019.05.12,borosky,Maerceci,1-0,1736,1989,D57
Rated Bullet game,2019.05.12,Maerceci,sart0,0-1,1729,1747,E11
Rated Bullet game,2019.05.12,demc4854,Maerceci,0-1,1735,1773,C00
Rated Bullet game,2019.05.12,WhiskeyTango,Maerceci,0-1,1724,1743,C09
Rated Bullet game,2019.05.12,Maerceci,zainul,1-0,1851,1709,E77
Rated Bullet game,2019.05.12,Maerceci,Bert222,1-0,1702,1699,E12
Rated Bullet game,2019.05.12,maroefu,Maerceci,1-0,1711,1656,C00
Rated Bullet game,2019.05.12,Maerceci,filyuk,1-0,1548,1705,D08
Rated Bullet game,2019.05.10,otMokomela,Maerceci,1-0,1717,1666,D35
Rated Bullet game,2019.05.10,Maerceci,enzo1970,1-0,1752,1705,A53
Rated Blitz game,2019.05.08,Destroyer150994,Maerceci,1-0,1776,1772,D02
Rated Bullet game,2019.05.08,Kudelman,Maerceci,1-0,1712,1830,C00
Rated Bullet game,2019.05.08,Maerceci,Stargeon,0-1,1733,1722,D11
Rated Bullet game,2019.05.07,gopiyo,Maerceci,0-1,1712,1702,A11
Rated Bullet game,2019.05.07,Maerceci,McGarden,1-0,1702,1702,D30
Rated Bullet game,2019.05.07,Traintowin,Maerceci,0-1,1690,1732,D00
Rated Bullet game,2019.05.07,Maerceci,Vincent_Van_Gogh,1-0,1698,1679,A84
Rated Bullet game,2019.05.07,AM-is-here,Maerceci,1/2-1/2,1680,1654,B23
Rated Bullet game,2019.05.07,Legion14,Maerceci,0-1,1670,1636,C00
Rated Bullet game,2019.05.07,Maerceci,masterwoods,1-0,1631,1661,A65
Rated Bullet game,2019.05.07,Maerceci,Hibernating,0-1,1714,1670,A40
Rated Bullet game,2019.05.07,Maerceci,hosseinbabaee1995,0-1,1675,1678,E61
Rated Bullet game,2019.05.07,aaronjhouse,Maerceci,0-1,1669,1638,C00
Rated Bullet game,2019.05.07,Maerceci,avakar,1/2-1/2,1731,1667,D11
Rated Bullet game,2019.05.07,vaerrox,Maerceci,0-1,1656,1669,C02
Rated Bullet game,2019.05.07,sultanofnorway96,Maerceci,1/2-1/2,1658,1603,A00
Rated Bullet game,2019.05.07,Maerceci,DaveK,0-1,1655,1669,D11
Rated Bullet game,2019.05.07,constant_reminder,Maerceci,1-0,1680,1649,C01
Rated Bullet game,2019.05.07,Maerceci,ReitteN,0-1,1638,1692,D93
Rated Bullet game,2019.05.07,mrbaker,Maerceci,0-1,1683,1622,C00
Rated Bullet game,2019.05.07,Maerceci,hsmttn,0-1,1719,1693,D21
Rated Bullet game,2019.05.07,O1agosto2012,Maerceci,0-1,1684,1643,C01
Rated Bullet game,2019.05.07,Maerceci,jacobcramer,1-0,1704,1672,A40
Rated Bullet game,2019.05.07,Maerceci,ennuistic,1-0,1704,1661,A57
Rated Bullet game,2019.05.07,HortensiaSalguero,Maerceci,1-0,1668,1762,C16
Rated Bullet game,2019.05.07,Nakkiel,Maerceci,1-0,1677,1725,C00
Rated Bullet game,2019.05.07,Maerceci,izzetcan53,1-0,1686,1666,D20
Rated Bullet game,2019.05.07,Maerceci,blindiaf,1-0,1583,1658,E60
Rated Bullet game,2019.05.07,Pludrepung,Maerceci,1-0,1673,1516,D00
Rated Bullet game,2019.05.07,Kotra,Maerceci,1-0,1684,1669,C02
Rated Bullet game,2019.05.07,Maerceci,Chebyschev,0-1,1696,1694,D11
Rated Bullet game,2019.05.07,Dezzydez007,Maerceci,1-0,1704,1726,A00
Rated Bullet game,2019.05.07,Ajax_Arena,Maerceci,1-0,1715,1692,D35
Rated Bullet game,2019.05.07,Maerceci,lale33,0-1,1722,1725,E90
Rated Bullet game,2019.05.07,Maerceci,ASWQ123,0-1,1746,1736,D07
Rated Bullet game,2019.05.07,choffe,Maerceci,0-1,1725,1717,D37
Rated Bullet game,2019.05.07,Maerceci,sam2015,1-0,1682,1716,D20
Rated Bullet game,2019.05.07,MJvK,Maerceci,1-0,1726,1751,A00
Rated Bullet game,2019.05.07,Maerceci,Kuasky,0-1,1649,1739,A40
Rated Bullet game,2019.05.07,hugoquib,Maerceci,1-0,1750,1713,C02
Rated Bullet game,2019.05.07,Maerceci,zbakov,1-0,1760,1739,D11
Rated Bullet game,2019.04.30,Maerceci,Tanjuli,0-1,1752,1750,D11
Rated Blitz game,2019.04.29,Huitzilopochtli69,Maerceci,1-0,1787,1762,C02
Rated Blitz game,2019.04.27,DaniloCunha,Maerceci,1-0,1797,1794,D37
Rated Blitz game,2019.04.27,Maerceci,fresnoknightlife,0-1,1816,1808,A40
Rated Bullet game,2019.04.24,Paulthejust,Maerceci,0-1,1741,1669,C02
Rated Bullet game,2019.04.24,uchemic,Maerceci,1-0,1752,1740,D30
Rated Bullet game,2019.04.24,Maerceci,migohaftis,0-1,1685,1762,D30
Rated Bullet game,2019.04.24,KamoulloX,Maerceci,1-0,1768,1923,A00
Rated Bullet game,2019.04.24,Maerceci,lulusoso0909,1-0,1756,1758,A40
Rated Bullet game,2019.04.24,Maerceci,toddletales,1-0,1793,1746,E10
Casual Correspondence game,2019.04.24,Maerceci,alopezm,1-0,1500,1949,D06
Rated Bullet game,2019.04.24,Maerceci,robinsmith521,1-0,1677,1737,D21
Rated Bullet game,2019.04.24,Thana2004,Maerceci,1-0,1749,1707,A01
Rated Bullet game,2019.04.24,Maerceci,Edna2013,1-0,1723,1739,D11
Rated Bullet game,2019.04.24,Maerceci,Buomar,0-1,1752,1750,D30
Rated Bullet game,2019.04.23,emiliocantu,Maerceci,0-1,1742,1658,A10
Rated Bullet game,2019.04.23,marabes,Maerceci,1/2-1/2,1742,1735,C01
Rated Bullet game,2019.04.23,Maerceci,Brscn,0-1,1720,1753,A65
Rated Bullet game,2019.04.23,Brscn,Maerceci,0-1,1743,1730,C00
Rated Bullet game,2019.04.23,Maerceci,Brscn,0-1,1719,1755,A43
Rated Bullet game,2019.04.23,TAL_TACTICS1970,Maerceci,1-0,1767,1729,D05
Rated Bullet game,2019.04.23,Maerceci,resignnowtnx,0-1,1709,1779,D06
Rated Bullet game,2019.04.23,Lsgc,Maerceci,0-1,1764,1910,D02
Rated Bullet game,2019.04.23,Maerceci,Dmitrii_Trofimov,1-0,1817,1752,E90
Rated Bullet game,2019.04.23,Maerceci,Ahmedelmaster,1-0,1860,1738,D30
Rated Bullet game,2019.04.23,amol2018,Maerceci,0-1,1730,1652,D02
Rated Bullet game,2019.04.23,pityguly,Maerceci,0-1,1720,1686,A03
Rated Bullet game,2019.04.23,mehmetcaglayan,Maerceci,1-0,1729,1787,D58
Rated Bullet game,2019.04.23,salemkotb,Maerceci,0-1,1720,1688,C17
Rated Bullet game,2019.04.23,Maerceci,Murat7074,0-1,2007,1723,E60
Rated Bullet game,2019.04.23,Maerceci,implosioncapitalista,1-0,1885,1708,A40
Rated Bullet game,2019.04.23,Maerceci,thoughtless2,0-1,1737,1718,A53
Rated Bullet game,2019.04.23,slowjac,Maerceci,1-0,1728,1742,C07
